url,title,published_date,full_text,source,company_name,company_name_short,company_id,industry_general,industry,mean_consensus,number_of_analysts,last_closed_price,average_target_price,spread
https://www.marketscreener.com/quote/stock/FEDEX-CORPORATION-12585/news/FEDEX-Gets-a-Buy-rating-from-Credit-Suisse-43054637/,FEDEX  :  Gets a Buy rating from Credit Suisse,"February 22, 2023 at 09:21 am EST","In a research note published by Ariel Rosa, Credit Suisse advises its customers to buy the stock. The target price continues to be set at USD 257.",© MarketScreener with dpa-AFX Analyser - 2023,FedEx Corporation,FDX,US31428X1063,Equities,Air Freight & Logistics,OUTPERFORM,31,264.36USD,308.84USD,+16.83%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-RBC-gives-a-Buy-rating-43054441/,WALMART  :  RBC gives a Buy rating,"February 22, 2023 at 09:05 am EST",RBC is positive on the stock with a Buy rating. The target price differs slightly and is now set at USD 160 versus USD 163.,© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-Credit-Suisse-reiterates-its-Buy-rating-43053200/,WALMART  :  Credit Suisse reiterates its Buy rating,"February 22, 2023 at 07:38 am EST","In a research note, Credit Suisse analyst Karen Short has maintained his recommendation on the stock with a Buy rating. The target price remains unchanged at USD 170.",© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-Goldman-Sachs-gives-a-Buy-rating-43049580/,WALMART  :  Goldman Sachs gives a Buy rating,"February 22, 2023 at 05:27 am EST","Already positive, the research from Goldman Sachs and its analyst Kate McShane still consider the stock as a Buy opportunity. Previously set at USD 160, the target price has been slightly modified to USD 164.",© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-JP-Morgan-sticks-Neutral-43049573/,WALMART  :  JP Morgan sticks Neutral,"February 22, 2023 at 05:26 am EST","Christopher Horvers from JP Morgan retains his Neutral opinion on the stock. Previously set at USD 155, the target price is lowered to USD 150.",© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-JP-Morgan-sticks-Neutral-43043433/,WALMART  :  JP Morgan sticks Neutral,"February 21, 2023 at 10:05 am EST",JP Morgan confirms his opinion on the stock and remains Neutral. The target price continues to be set at USD 155.,© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-RBC-reiterates-its-Buy-rating-43043385/,WALMART  :  RBC reiterates its Buy rating,"February 21, 2023 at 10:02 am EST",RBC analyst Steven Shemesh maintains his Buy rating on the stock. The target price is still set at USD 163.,© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/TESLA-INC-6344549/news/TESLA-DZ-Bank-reiterates-its-Buy-rating-43041210/,TESLA  :  DZ Bank reiterates its Buy rating,"February 21, 2023 at 06:47 am EST","In his latest research note, analyst Matthias Volkert confirms his positive recommendation. The broker DZ Bank is keeping its Buy rating.",© MarketScreener with dpa-AFX Analyser - 2023,"Tesla, Inc.",TSLA,US88160R1014,Equities,Auto & Truck Manufacturers,HOLD,48,217.80USD,208.92USD,-4.08%
https://www.marketscreener.com/quote/stock/NETFLIX-INC-44292425/news/NETFLIX-COM-INC-JP-Morgan-reiterates-its-Buy-rating-43037640/,NETFLIX COM INC  :  JP Morgan reiterates its Buy rating,"February 21, 2023 at 01:55 am EST",Douglas Anmuth from JP Morgan retains his positive opinion on the stock with a Buy rating. The target price is unchanged and still at USD 390.,© MarketScreener with dpa-AFX Analyser - 2023,"Netflix, Inc.",NFLX,US64110L1061,Equities,Internet Services,OUTPERFORM,48,722.79USD,712.28USD,-1.45%
https://www.marketscreener.com/quote/stock/APPLE-INC-4849/news/APPLE-INC-Gets-a-Buy-rating-from-UBS-43033275/,APPLE INC  :  Gets a Buy rating from UBS,"February 20, 2023 at 04:30 am EST","In his latest research note, analyst David Vogt confirms his positive recommendation. The broker UBS is keeping its Buy rating. The target price remains set at USD 180.",© MarketScreener with dpa-AFX Analyser - 2023,Apple Inc.,AAPL,US0378331005,Equities,Phones & Handheld Devices,OUTPERFORM,46,227.55USD,240.21USD,+5.56%
https://www.marketscreener.com/quote/stock/JPMORGAN-CHASE-CO-37468997/news/JPMORGAN-Credit-Suisse-remains-its-Buy-rating-43022059/,JPMORGAN  :  Credit Suisse remains its Buy rating,"February 17, 2023 at 03:12 pm EST",Credit Suisse analyst Susan Roth Katzke maintains his Buy rating on the stock. The target price is unchanged at USD 155.,© MarketScreener with dpa-AFX Analyser - 2023,JPMorgan Chase & Co.,JPM,US46625H1005,Equities,Banks,OUTPERFORM,21,222.29USD,224.89USD,+1.17%
https://www.marketscreener.com/quote/stock/T-MOBILE-US-INC-24717887/news/T-MOBILE-US-JP-Morgan-gives-a-Buy-rating-43016581/,T-MOBILE US  :  JP Morgan gives a Buy rating,"February 17, 2023 at 07:24 am EST","Already positive, the research from JP Morgan and its analyst Philip Cusick still consider the stock as a Buy opportunity. The target price is unchanged and still at USD 200.",© MarketScreener with dpa-AFX Analyser - 2023,"T-Mobile US, Inc.",TMUS,US8725901040,Equities,Wireless Telecommunications Services,BUY,28,213.04USD,215.90USD,+1.34%
https://www.marketscreener.com/quote/stock/MODERNA-INC-47437573/news/MODERNA-Gets-a-Buy-rating-from-Goldman-Sachs-43015589/,MODERNA  :  Gets a Buy rating from Goldman Sachs,"February 17, 2023 at 05:31 am EST",Salveen Richter from Goldman Sachs retains his positive opinion on the stock with a Buy rating. The target price remains set at USD 302.,© MarketScreener with dpa-AFX Analyser - 2023,"Moderna, Inc.",MRNA,US60770K1079,Equities,Biotechnology & Medical Research,OUTPERFORM,24,58.29USD,96.50USD,+65.55%
https://www.marketscreener.com/quote/stock/TESLA-INC-6344549/news/TESLA-Gets-a-Buy-rating-from-Goldman-Sachs-43013934/,TESLA  :  Gets a Buy rating from Goldman Sachs,"February 17, 2023 at 01:45 am EST","Already positive, the research from Goldman Sachs and its analyst Mark Delaney still consider the stock as a Buy opportunity. The target price remains unchanged at USD 200.",© MarketScreener with dpa-AFX Analyser - 2023,"Tesla, Inc.",TSLA,US88160R1014,Equities,Auto & Truck Manufacturers,HOLD,48,217.80USD,208.92USD,-4.08%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-Credit-Suisse-reiterates-its-Buy-rating-42995366/,WALMART  :  Credit Suisse reiterates its Buy rating,"February 15, 2023 at 08:29 am EST","In a research note published by Karen Short, Credit Suisse advises its customers to buy the stock. The target price is unchanged and still at USD 170.",© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
https://www.marketscreener.com/quote/stock/THE-COCA-COLA-COMPANY-4819/news/COCA-COLA-CO-Credit-Suisse-gives-a-Buy-rating-42995059/,COCA-COLA CO  :  Credit Suisse gives a Buy rating,"February 15, 2023 at 08:03 am EST",Credit Suisse analyst Kaumil Gajrawala maintains his Buy rating on the stock. The target price is still set at USD 70.,© MarketScreener with dpa-AFX Analyser - 2023,The Coca-Cola Company,KO,US1912161007,Equities,Non-Alcoholic Beverages,OUTPERFORM,24,69.57USD,73.68USD,+5.90%
https://www.marketscreener.com/quote/stock/TESLA-INC-6344549/news/TESLA-From-Neutral-to-Buy-by-Barclays-42994727/,TESLA  :  From Neutral to Buy by Barclays,"February 15, 2023 at 07:39 am EST",Barclays's analyst Dan  Levy has upgraded his rating from Neutral to Buy. The target price continues to be set at USD 275.,© MarketScreener with dpa-AFX Analyser - 2023,"Tesla, Inc.",TSLA,US88160R1014,Equities,Auto & Truck Manufacturers,HOLD,48,217.80USD,208.92USD,-4.08%
https://www.marketscreener.com/quote/stock/FEDEX-CORPORATION-12585/news/FEDEX-Buy-rating-from-Goldman-Sachs-42994551/,FEDEX  :  Buy rating from Goldman Sachs,"February 15, 2023 at 07:26 am EST","Already positive, the research from Goldman Sachs and its analyst Jordan Alliger still consider the stock as a Buy opportunity. The target price is still set at USD 218.",© MarketScreener with dpa-AFX Analyser - 2023,FedEx Corporation,FDX,US31428X1063,Equities,Air Freight & Logistics,OUTPERFORM,31,264.36USD,308.84USD,+16.83%
https://www.marketscreener.com/quote/stock/BOEING-4816/news/BOEING-CO-Goldman-Sachs-keeps-its-Buy-rating-42992738/,BOEING CO  :  Goldman Sachs keeps its Buy rating,"February 15, 2023 at 07:21 am EST","In his latest research note, analyst Noah Poponak confirms his positive recommendation. The broker Goldman Sachs is keeping its Buy rating. The target price is unchanged and still at USD 261.",© MarketScreener with dpa-AFX Analyser - 2023,Boeing,BA,US0970231058,Equities,Aerospace & Defense,OUTPERFORM,27,151.02USD,207.04USD,+37.10%
https://www.marketscreener.com/quote/stock/THE-COCA-COLA-COMPANY-4819/news/COCA-COLA-CO-Goldman-Sachs-sticks-Neutral-42992006/,COCA-COLA CO  :  Goldman Sachs sticks Neutral,"February 15, 2023 at 07:15 am EST","Initially Neutral on the company, Goldman Sachs's analyst Bonnie Herzog maintained his recommendation. The target price is unchanged and still at USD 62.",© MarketScreener with dpa-AFX Analyser - 2023,The Coca-Cola Company,KO,US1912161007,Equities,Non-Alcoholic Beverages,OUTPERFORM,24,69.57USD,73.68USD,+5.90%
https://www.marketscreener.com/quote/stock/THE-COCA-COLA-COMPANY-4819/news/COCA-COLA-CO-JP-Morgan-reiterates-its-Buy-rating-42990139/,COCA-COLA CO  :  JP Morgan reiterates its Buy rating,"February 15, 2023 at 04:14 am EST","In a research note published by Andrea Teixeira, JP Morgan advises its customers to buy the stock. The target price remains unchanged at USD 67.",© MarketScreener with dpa-AFX Analyser - 2023,The Coca-Cola Company,KO,US1912161007,Equities,Non-Alcoholic Beverages,OUTPERFORM,24,69.57USD,73.68USD,+5.90%
https://www.marketscreener.com/quote/stock/THE-COCA-COLA-COMPANY-4819/news/COCA-COLA-CO-JP-Morgan-gives-a-Buy-rating-42986502/,COCA-COLA CO  :  JP Morgan gives a Buy rating,"February 14, 2023 at 03:26 pm EST","In a research note published by Andrea Teixeira, JP Morgan advises its customers to buy the stock. The target price remains unchanged at USD 67.",© MarketScreener with dpa-AFX Analyser - 2023,The Coca-Cola Company,KO,US1912161007,Equities,Non-Alcoholic Beverages,OUTPERFORM,24,69.57USD,73.68USD,+5.90%
https://www.marketscreener.com/quote/stock/BOEING-4816/news/BOEING-CO-Gets-a-Neutral-rating-from-RBC-42986495/,BOEING CO  :  Gets a Neutral rating from RBC,"February 14, 2023 at 03:25 pm EST","In a research note published by Ken Herbert, RBC gives a Neutral rating to the stock. The target price is unchanged and still at USD 225.",© MarketScreener with dpa-AFX Analyser - 2023,Boeing,BA,US0970231058,Equities,Aerospace & Defense,OUTPERFORM,27,151.02USD,207.04USD,+37.10%
https://www.marketscreener.com/quote/stock/THE-COCA-COLA-COMPANY-4819/news/COCA-COLA-CO-RBC-maintains-a-Buy-rating-42985682/,COCA-COLA CO  :  RBC maintains a Buy rating,"February 14, 2023 at 12:12 pm EST","In a research note published by Nik Modi, RBC advises its customers to buy the stock. The target price is still set at USD 69.",© MarketScreener with dpa-AFX Analyser - 2023,The Coca-Cola Company,KO,US1912161007,Equities,Non-Alcoholic Beverages,OUTPERFORM,24,69.57USD,73.68USD,+5.90%
https://www.marketscreener.com/quote/stock/LINDE-PLC-46923083/news/LINDE-PLC-Berenberg-reiterates-its-Buy-rating-42978799/,LINDE PLC  :  Berenberg reiterates its Buy rating,"February 14, 2023 at 03:26 am EST",Berenberg analyst Sebastian Bray maintains his Buy rating on the stock.,© MarketScreener with dpa-AFX Analyser - 2023,Linde plc,LIN,IE000S9YS762,Equities,Commodity Chemicals,OUTPERFORM,28,474.04USD,487.77USD,+2.90%
https://www.marketscreener.com/quote/stock/BOEING-4816/news/BOEING-CO-Gets-a-Buy-rating-from-JP-Morgan-42954774/,BOEING CO  :  Gets a Buy rating from JP Morgan,"February 10, 2023 at 08:19 am EST","In a research note published by David Perry, JP Morgan advises its customers to buy the stock. The target price is unchanged at USD 225.",© MarketScreener with dpa-AFX Analyser - 2023,Boeing,BA,US0970231058,Equities,Aerospace & Defense,OUTPERFORM,27,151.02USD,207.04USD,+37.10%
https://www.marketscreener.com/quote/stock/ALPHABET-INC-24203373/news/Alphabet-A-Receives-a-Buy-rating-from-JP-Morgan-42944632/,ALPHABET A  :  Receives a Buy rating from JP Morgan,"February 09, 2023 at 09:52 am EST","Already positive, the research from JP Morgan and its analyst Douglas Anmuth still consider the stock as a Buy opportunity. The target price is still set at USD 118.",© MarketScreener with dpa-AFX Analyser - 2023,Alphabet Inc.,GOOGL,US02079K3059,Equities,Internet Services,BUY,64,163.24USD,201.77USD,+23.61%
https://www.marketscreener.com/quote/stock/LINDE-PLC-46923083/news/LINDE-PLC-Jefferies-reaffirms-its-Buy-rating-42944542/,LINDE PLC  :  Jefferies reaffirms its Buy rating,"February 09, 2023 at 09:48 am EST","In a research note published by Laurence Alexander, Jefferies advises its customers to buy the stock.",© MarketScreener with dpa-AFX Analyser - 2023,Linde plc,LIN,IE000S9YS762,Equities,Commodity Chemicals,OUTPERFORM,28,474.04USD,487.77USD,+2.90%
https://www.marketscreener.com/quote/stock/WALT-DISNEY-COMPANY-THE-4842/news/WALT-DISNEY-COMPANY-THE-Receives-a-Buy-rating-from-Credit-Suisse-42944083/,WALT DISNEY COMPANY (THE)  :  Receives a Buy rating from Credit Suisse,"February 09, 2023 at 09:09 am EST","Already positive, the research from Credit Suisse and its analyst Douglas Mitchelson still consider the stock as a Buy opportunity. The target price has been lifted and is now set at USD 133 compared to USD 126 before.",© MarketScreener with dpa-AFX Analyser - 2023,Walt Disney Company (The),DIS,US2546871060,Equities,Broadcasting,OUTPERFORM,31,94.13USD,110.00USD,+16.86%
https://www.marketscreener.com/quote/stock/MICROSOFT-CORPORATION-4835/news/MICROSOFT-CORP-UBS-remains-Neutral-42932440/,MICROSOFT CORP  :  UBS remains Neutral,"February 08, 2023 at 11:08 am EST",Analyst Karl Keirstead from UBS research gives the stock a Neutral rating. The target price is unchanged at USD 250.,© MarketScreener with dpa-AFX Analyser - 2023,Microsoft Corporation,MSFT,US5949181045,Equities,Software,BUY,56,416.32USD,501.48USD,+20.46%
https://www.marketscreener.com/quote/stock/UBER-TECHNOLOGIES-INC-57860975/news/UBER-RBC-reaffirms-its-Buy-rating-42931374/,UBER  :  RBC reaffirms its Buy rating,"February 08, 2023 at 09:13 am EST",Brad Erickson from RBC retains his positive opinion on the stock with a Buy rating. The target price continues to be set at USD 46.,© MarketScreener with dpa-AFX Analyser - 2023,"Uber Technologies, Inc.",UBER,US90353T1007,Equities,Internet Services,BUY,53,86.34USD,87.93USD,+1.85%
https://www.marketscreener.com/quote/stock/LINDE-PLC-46923083/news/LINDE-PLC-Gets-a-Buy-rating-from-DZ-Bank-42931359/,LINDE PLC  :  Gets a Buy rating from DZ Bank,"February 08, 2023 at 09:11 am EST",Analyst Peter Spengler from DZ Bank research considers the stock attractive and recommends it with a Buy rating.,© MarketScreener with dpa-AFX Analyser - 2023,Linde plc,LIN,IE000S9YS762,Equities,Commodity Chemicals,OUTPERFORM,28,474.04USD,487.77USD,+2.90%
https://www.marketscreener.com/quote/stock/MICROSOFT-CORPORATION-4835/news/MICROSOFT-CORP-Jefferies-remains-its-Buy-rating-42926820/,MICROSOFT CORP  :  Jefferies remains its Buy rating,"February 08, 2023 at 05:46 am EST","In his latest research note, analyst Brent Thill confirms his positive recommendation. The broker Jefferies is keeping its Buy rating. The target price has been lifted and is now set at USD 310 compared to USD 275 before.",© MarketScreener with dpa-AFX Analyser - 2023,Microsoft Corporation,MSFT,US5949181045,Equities,Software,BUY,56,416.32USD,501.48USD,+20.46%
https://www.marketscreener.com/quote/stock/MICROSOFT-CORPORATION-4835/news/MICROSOFT-CORP-JP-Morgan-reiterates-its-Buy-rating-42926799/,MICROSOFT CORP  :  JP Morgan reiterates its Buy rating,"February 08, 2023 at 05:42 am EST","In a research note, JP Morgan analyst Mark Murphy has maintained his recommendation on the stock with a Buy rating. The target price has been lifted and is now set at USD 305 compared to USD 265 before.",© MarketScreener with dpa-AFX Analyser - 2023,Microsoft Corporation,MSFT,US5949181045,Equities,Software,BUY,56,416.32USD,501.48USD,+20.46%
https://www.marketscreener.com/quote/stock/QIAGEN-N-V-40135659/news/QIAGEN-NV-Buy-rating-from-Berenberg-42926576/,QIAGEN NV  :  Buy rating from Berenberg,"February 08, 2023 at 05:14 am EST",Berenberg is positive on the stock with a Buy rating. The target price is still set at EUR 54.60.,© MarketScreener with dpa-AFX Analyser - 2023,Qiagen N.V.,QGEN,NL0015001WM6,Equities,Biotechnology & Medical Research,OUTPERFORM,18,43.92USD,50.97USD,+16.06%
https://www.marketscreener.com/quote/stock/QIAGEN-N-V-40135659/news/QIAGEN-NV-Goldman-Sachs-remains-Neutral-42926520/,QIAGEN NV  :  Goldman Sachs remains Neutral,"February 08, 2023 at 05:07 am EST",Analyst Matthew Sykes from Goldman Sachs research gives the stock a Neutral rating.,© MarketScreener with dpa-AFX Analyser - 2023,Qiagen N.V.,QGEN,NL0015001WM6,Equities,Biotechnology & Medical Research,OUTPERFORM,18,43.92USD,50.97USD,+16.06%
https://www.marketscreener.com/quote/stock/LINDE-PLC-46923083/news/LINDE-PLC-Buy-rating-from-Goldman-Sachs-42925785/,LINDE PLC  :  Buy rating from Goldman Sachs,"February 08, 2023 at 03:20 am EST","In a research note published by Duffy Fischer, Goldman Sachs advises its customers to buy the stock.",© MarketScreener with dpa-AFX Analyser - 2023,Linde plc,LIN,IE000S9YS762,Equities,Commodity Chemicals,OUTPERFORM,28,474.04USD,487.77USD,+2.90%
https://www.marketscreener.com/quote/stock/WALMART-INC-4841/news/WALMART-Raised-to-Buy-by-Barclays-42925411/,WALMART  :  Raised to Buy by Barclays,"February 08, 2023 at 02:28 am EST",Barclays's analyst Seth Sigman has upgraded his rating from Neutral to Buy. The target price remains unchanged at USD 159.,© MarketScreener with dpa-AFX Analyser - 2023,Walmart Inc.,WMT,US9311421039,Equities,Food Retail & Distribution,BUY,41,80.10USD,83.70USD,+4.49%
